Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases
1013,28,1,14,Footwear,37,30,L,Teal,Summer,3.8,1,1,1,Yes,1,27,2,0
1014,59,1,1,Accessories,69,39,XL,Green,Summer,3.8,1,0,0,Yes,1,31,5,1
1015,28,1,17,Footwear,97,34,M,Violet,Summer,3.0,1,0,4,Yes,1,36,3,3
1016,68,1,6,Accessories,24,32,M,Cyan,Summer,4.1,1,3,4,Yes,1,34,1,6
1017,20,1,1,Accessories,30,11,XL,Blue,Summer,3.4,1,1,1,Yes,1,15,0,2
1018,21,1,10,Outerwear,53,35,L,Orange,Fall,2.5,1,1,1,Yes,1,14,2,0
1019,50,1,5,Clothing,70,9,XL,Charcoal,Spring,4.9,1,2,3,Yes,1,46,1,6
1020,32,1,16,Clothing,76,16,S,Beige,Winter,2.8,1,3,4,Yes,1,33,5,1
1021,24,1,15,Accessories,95,7,M,Black,Fall,4.5,1,0,1,Yes,1,41,3,0
1022,55,1,4,Outerwear,51,20,S,Lavender,Winter,4.9,1,2,0,Yes,1,39,4,6
1023,61,1,7,Accessories,41,26,M,Lavender,Winter,4.9,1,1,5,Yes,1,7,1,0
1024,61,1,22,Accessories,71,18,S,Turquoise,Winter,3.5,1,0,2,Yes,1,29,0,2
1025,28,1,24,Clothing,66,37,M,Purple,Summer,3.5,1,3,2,Yes,1,18,5,5
1026,60,1,16,Clothing,84,26,M,Olive,Winter,4.9,1,0,2,Yes,1,15,2,0
1027,49,1,7,Accessories,95,45,L,Turquoise,Winter,3.0,1,5,1,Yes,1,39,4,1
1028,33,1,12,Accessories,90,34,L,Teal,Summer,2.8,1,1,3,Yes,1,11,1,4
1029,45,1,9,Clothing,36,26,S,Lavender,Summer,3.7,1,5,4,Yes,1,4,1,3
1030,29,1,6,Accessories,22,34,M,Purple,Spring,3.6,1,2,0,Yes,1,33,5,1
1031,58,1,4,Outerwear,89,16,L,Blue,Winter,3.3,1,2,3,Yes,1,37,3,5
1032,22,1,14,Footwear,50,41,M,Teal,Spring,3.4,1,1,2,Yes,1,32,1,5
1033,55,1,3,Footwear,36,18,M,Lavender,Fall,4.0,1,0,2,Yes,1,44,2,5
1034,19,1,13,Clothing,52,25,S,Silver,Spring,4.6,1,2,2,Yes,1,41,0,5
1035,68,1,21,Clothing,29,19,M,Olive,Fall,4.2,1,5,3,Yes,1,44,0,6
1036,61,1,2,Clothing,89,9,M,Brown,Fall,2.8,1,5,1,Yes,1,32,5,0
1037,68,1,7,Accessories,47,10,M,Yellow,Fall,3.7,1,2,0,Yes,1,13,0,4
1038,52,1,12,Accessories,25,38,XL,Brown,Spring,3.4,1,0,4,Yes,1,48,3,5
1039,41,1,13,Clothing,74,26,XL,Cyan,Fall,3.0,1,0,1,Yes,1,3,0,6
1040,29,1,1,Accessories,46,21,M,Magenta,Fall,4.8,1,4,4,Yes,1,39,5,4
1041,68,1,11,Clothing,22,32,S,Magenta,Fall,4.0,1,5,3,Yes,1,7,1,3
1042,36,1,16,Clothing,25,22,M,Orange,Summer,4.9,1,5,3,Yes,1,11,1,3
1043,55,1,1,Accessories,80,19,M,Maroon,Spring,4.9,1,5,3,Yes,1,47,2,6
1044,28,1,11,Clothing,76,10,M,Green,Spring,3.3,1,0,0,Yes,1,28,3,3
1045,39,1,11,Clothing,30,36,L,Teal,Summer,4.4,1,2,3,Yes,1,17,0,2
1046,54,1,23,Clothing,79,30,L,Black,Fall,3.5,1,1,0,Yes,1,11,4,1
1047,40,1,20,Footwear,22,12,M,Magenta,Winter,4.2,1,2,4,Yes,1,12,5,0
1048,31,1,21,Clothing,36,43,S,Olive,Fall,4.2,1,3,4,Yes,1,7,2,3
1049,30,1,21,Clothing,77,18,L,Yellow,Fall,2.7,1,1,4,Yes,1,19,5,3
1050,45,1,22,Accessories,33,45,S,Purple,Fall,2.8,1,2,5,Yes,1,24,1,5
1051,48,1,20,Footwear,64,8,M,Beige,Winter,3.8,1,2,3,Yes,1,19,5,4
1052,45,1,21,Clothing,53,34,M,Indigo,Fall,2.6,1,4,2,Yes,1,39,4,0
1053,60,1,17,Footwear,36,45,XL,Pink,Fall,3.0,1,5,0,Yes,1,1,2,3
1054,59,1,2,Clothing,70,15,M,Blue,Spring,3.3,0,1,0,Yes,1,10,3,1
1055,18,1,18,Clothing,96,3,L,Cyan,Winter,4.9,0,3,1,Yes,1,48,4,5
1056,70,1,10,Outerwear,27,20,M,Orange,Spring,3.3,0,4,3,Yes,1,24,3,0
1057,20,1,23,Clothing,64,11,L,Black,Winter,2.9,0,3,0,Yes,1,42,5,3
1058,65,1,10,Outerwear,23,48,S,Maroon,Spring,4.4,0,0,0,Yes,1,20,2,6
1059,29,1,15,Accessories,33,30,L,Violet,Summer,3.1,0,2,3,Yes,1,49,0,2
1060,22,1,10,Outerwear,34,32,M,Beige,Winter,2.5,0,5,4,Yes,1,25,3,4
1061,27,1,23,Clothing,35,14,S,Gray,Summer,2.6,0,4,3,Yes,1,21,3,2
1062,36,1,4,Outerwear,62,11,M,Gray,Summer,4.4,0,3,2,Yes,1,12,5,2
1063,59,1,3,Footwear,75,34,M,Brown,Fall,2.6,0,5,3,Yes,1,21,3,2
1064,62,1,9,Clothing,29,0,S,Indigo,Summer,3.3,0,0,2,Yes,1,35,1,4
1065,34,1,8,Accessories,28,49,M,Violet,Spring,3.5,0,3,1,Yes,1,42,2,2
1066,59,1,24,Clothing,20,0,XL,Blue,Spring,4.1,0,1,5,Yes,1,3,4,2
1067,49,1,4,Outerwear,96,23,M,Red,Winter,4.0,0,2,5,Yes,1,11,4,1
1068,18,1,5,Clothing,43,37,S,Peach,Summer,2.7,0,5,0,Yes,1,22,4,5
1069,55,1,16,Clothing,94,49,M,Olive,Fall,2.5,0,0,4,Yes,1,47,2,6
1070,38,1,19,Clothing,81,19,XL,White,Fall,4.3,0,2,3,Yes,1,33,5,2
1071,50,1,12,Accessories,75,32,M,Magenta,Summer,3.3,0,5,2,Yes,1,50,3,6
1072,61,1,8,Accessories,81,37,M,Beige,Summer,2.6,0,1,1,Yes,1,46,2,4
1073,48,1,18,Clothing,92,11,L,Gold,Fall,3.5,0,0,1,Yes,1,34,3,3
1074,22,1,15,Accessories,96,4,XL,Purple,Spring,4.0,0,1,5,Yes,1,33,2,4
1075,48,1,12,Accessories,71,41,S,White,Fall,2.6,0,4,4,Yes,1,45,0,3
1076,57,1,22,Accessories,50,24,L,Indigo,Summer,4.9,0,3,3,Yes,1,32,3,1
1077,33,1,4,Outerwear,72,33,L,Charcoal,Spring,2.9,0,0,4,Yes,1,47,5,1
1078,58,1,10,Outerwear,28,47,M,Pink,Winter,3.7,0,1,4,Yes,1,5,4,5
1079,37,1,23,Clothing,59,2,M,Silver,Fall,4.4,0,1,1,Yes,1,49,2,3
1080,18,1,4,Outerwear,33,35,S,Blue,Summer,4.4,0,0,2,Yes,1,48,0,4
1081,65,1,15,Accessories,59,37,L,Blue,Fall,3.8,0,0,1,Yes,1,22,1,2
1082,62,1,1,Accessories,30,11,XL,Brown,Spring,4.5,0,1,4,Yes,1,45,2,0
1083,54,1,8,Accessories,85,39,XL,Cyan,Winter,2.6,0,4,3,Yes,1,30,5,5
1084,35,1,0,Accessories,97,46,L,Teal,Summer,3.3,0,2,5,Yes,1,43,1,6
1085,34,1,24,Clothing,36,3,S,Purple,Fall,4.1,0,2,3,Yes,1,48,1,5
1086,25,1,12,Accessories,85,43,M,Turquoise,Winter,3.0,0,4,5,Yes,1,23,5,3
1087,53,1,22,Accessories,62,1,M,Olive,Winter,3.0,0,4,2,Yes,1,27,4,1
1088,45,1,11,Clothing,71,47,S,White,Winter,3.4,0,4,3,Yes,1,7,0,4
1089,49,1,13,Clothing,21,17,M,Turquoise,Winter,2.7,0,0,2,Yes,1,2,4,6
1090,40,1,0,Accessories,61,2,M,Silver,Spring,3.8,0,3,3,Yes,1,33,4,1
1091,38,1,15,Accessories,58,6,M,Violet,Spring,4.2,0,0,5,Yes,1,27,1,3
1092,44,1,23,Clothing,80,32,L,Lavender,Spring,4.7,0,1,5,Yes,1,6,2,3
1093,68,1,12,Accessories,50,40,L,Magenta,Spring,4.1,0,2,0,Yes,1,20,5,5
1094,60,1,20,Footwear,48,7,S,Indigo,Winter,4.2,0,4,0,Yes,1,46,5,2
1095,25,1,12,Accessories,40,6,M,Black,Winter,4.8,0,2,3,Yes,1,25,1,5
1096,19,1,4,Outerwear,34,41,S,Peach,Summer,3.0,0,3,2,Yes,1,30,0,5
1097,57,1,4,Outerwear,46,28,S,Beige,Fall,2.6,0,2,4,Yes,1,48,2,0
1098,58,1,22,Accessories,27,44,M,Black,Summer,3.2,0,5,5,Yes,1,47,0,6
1099,49,1,7,Accessories,98,11,S,Turquoise,Spring,3.6,0,4,3,Yes,1,27,2,6
1100,19,1,23,Clothing,73,32,M,Peach,Fall,2.6,0,1,3,Yes,1,45,0,3
1101,50,1,13,Clothing,28,27,L,Gold,Spring,4.4,0,3,1,Yes,1,2,2,6
1102,30,1,6,Accessories,76,7,XL,Silver,Fall,3.0,0,1,2,Yes,1,39,1,3
1103,52,1,23,Clothing,83,42,M,Peach,Fall,2.9,0,2,1,Yes,1,24,1,3
1104,35,1,9,Clothing,23,41,S,Charcoal,Spring,4.3,0,3,2,Yes,1,8,3,1
1105,35,1,8,Accessories,28,7,M,Beige,Fall,3.1,0,0,1,Yes,1,8,0,5
1106,33,1,24,Clothing,83,20,S,Olive,Spring,3.0,0,2,3,Yes,1,6,5,2
1107,52,1,19,Clothing,96,22,L,Violet,Winter,3.6,0,2,5,Yes,1,12,5,3
1108,69,1,20,Footwear,62,42,M,Peach,Fall,2.8,0,5,5,Yes,1,26,0,6
1109,27,1,18,Clothing,25,26,M,Teal,Fall,2.8,0,5,4,Yes,1,50,1,3
1110,66,1,9,Clothing,97,35,L,Violet,Winter,4.9,0,3,3,Yes,1,2,5,6
1111,28,1,9,Clothing,61,42,L,Cyan,Fall,3.0,0,3,4,Yes,1,31,1,1
1112,22,1,17,Footwear,66,31,S,Olive,Summer,4.1,0,0,3,Yes,1,4,2,1
1113,69,1,9,Clothing,67,46,XL,Pink,Spring,4.6,0,2,2,Yes,1,32,4,5
1114,28,1,22,Accessories,80,19,M,Purple,Summer,4.8,0,1,3,Yes,1,11,4,1
1115,55,1,19,Clothing,25,28,L,Violet,Fall,2.6,0,1,3,Yes,1,47,0,2
1116,30,1,8,Accessories,58,31,S,Peach,Fall,4.0,0,0,0,Yes,1,37,1,6
1117,67,1,0,Accessories,96,10,M,Charcoal,Winter,4.2,0,5,1,Yes,1,39,4,3
1118,25,1,22,Accessories,77,4,L,Lavender,Spring,4.5,0,4,5,Yes,1,24,2,4
1119,49,1,1,Accessories,65,13,M,Purple,Summer,4.9,0,3,4,Yes,1,11,4,2
1120,34,1,12,Accessories,36,17,M,Indigo,Spring,3.1,0,5,4,Yes,1,36,2,6
1121,22,1,20,Footwear,84,37,M,Magenta,Winter,4.0,0,5,3,Yes,1,40,3,4
1122,63,1,24,Clothing,58,8,XL,Peach,Fall,3.2,0,1,1,Yes,1,25,1,5
1123,70,1,7,Accessories,62,32,S,Charcoal,Spring,4.3,0,4,0,Yes,1,12,2,0
1124,36,1,8,Accessories,67,20,S,Purple,Fall,2.5,0,3,5,Yes,1,38,1,4
1125,42,1,23,Clothing,20,14,M,Orange,Spring,4.9,0,3,1,Yes,1,40,1,5
1126,27,1,14,Footwear,90,33,M,Lavender,Summer,2.7,0,3,0,Yes,1,10,0,6
1127,23,1,15,Accessories,58,14,L,Beige,Winter,3.4,0,5,4,Yes,1,47,5,3
1128,50,1,16,Clothing,53,7,XL,Maroon,Spring,4.8,0,5,5,Yes,1,22,3,4
1129,56,1,6,Accessories,30,31,L,Charcoal,Winter,4.7,0,4,3,Yes,1,35,3,4
1130,37,1,9,Clothing,65,28,XL,White,Winter,4.7,0,2,1,Yes,1,46,5,3
1131,67,1,12,Accessories,41,16,M,Lavender,Summer,3.9,0,1,4,Yes,1,30,4,1
1132,67,1,16,Clothing,73,12,M,Black,Spring,3.7,0,2,1,Yes,1,20,0,4
1133,50,1,9,Clothing,98,32,S,Teal,Spring,4.3,0,4,5,Yes,1,25,1,3
1134,36,1,17,Footwear,36,6,XL,Magenta,Winter,4.1,0,4,0,Yes,1,29,1,6
1135,62,1,24,Clothing,81,48,M,Brown,Summer,4.6,0,0,1,Yes,1,2,5,2
1136,65,1,19,Clothing,90,20,L,Peach,Winter,3.6,0,4,0,Yes,1,32,0,5
1137,23,1,7,Accessories,83,12,S,Cyan,Summer,4.8,0,3,2,Yes,1,37,1,4
1138,46,1,16,Clothing,91,30,XL,Pink,Winter,2.8,0,2,0,Yes,1,16,0,2
1139,18,1,13,Clothing,36,14,M,Purple,Summer,4.7,0,5,1,Yes,1,32,5,3
1140,58,1,4,Outerwear,53,0,L,Purple,Spring,3.9,0,4,4,Yes,1,42,3,1
1141,31,1,11,Clothing,39,19,M,White,Winter,2.6,0,1,5,Yes,1,6,2,2
1142,39,1,6,Accessories,33,34,S,Silver,Winter,4.7,0,3,3,Yes,1,23,4,3
1143,69,1,24,Clothing,76,34,L,Green,Spring,3.5,0,1,5,Yes,1,27,5,1
1144,68,1,3,Footwear,23,27,L,Teal,Winter,4.4,0,1,4,Yes,1,43,4,5
1145,41,1,11,Clothing,54,39,S,Indigo,Fall,4.4,0,4,0,Yes,1,25,0,3
1146,31,1,20,Footwear,89,27,L,Pink,Summer,3.0,0,5,1,Yes,1,30,1,2
1147,48,1,20,Footwear,38,48,M,Indigo,Summer,4.2,0,3,4,Yes,1,7,0,2
1148,59,1,8,Accessories,36,41,XL,Red,Winter,4.3,0,4,3,Yes,1,17,3,0
1149,34,1,13,Clothing,66,8,M,Violet,Spring,2.6,0,0,5,Yes,1,10,4,3
1150,21,1,12,Accessories,42,9,L,Cyan,Spring,3.3,0,1,5,Yes,1,40,5,0
1151,29,1,12,Accessories,36,16,S,Red,Winter,2.7,0,3,3,Yes,1,50,5,1
1152,41,1,2,Clothing,86,34,M,Gray,Spring,4.2,0,0,1,Yes,1,24,2,6
1153,62,1,7,Accessories,49,6,M,Gold,Fall,4.0,0,1,4,Yes,1,8,4,2
1154,27,1,16,Clothing,41,11,M,Pink,Summer,4.0,0,4,2,Yes,1,6,0,5
1155,49,1,5,Clothing,82,9,L,Cyan,Spring,2.9,0,5,0,Yes,1,44,2,1
1156,67,1,24,Clothing,53,41,S,Red,Fall,2.6,0,3,1,Yes,1,47,4,5
1157,20,1,17,Footwear,21,10,M,Gold,Summer,4.8,0,4,1,Yes,1,6,5,2
1158,37,1,1,Accessories,66,19,M,Charcoal,Fall,4.4,0,2,4,Yes,1,11,1,5
1159,69,1,1,Accessories,89,27,L,Orange,Summer,4.0,0,5,0,Yes,1,41,0,0
1160,66,1,7,Accessories,55,28,L,Blue,Fall,3.6,0,3,0,Yes,1,46,5,2
1161,37,1,15,Accessories,42,33,S,Blue,Summer,3.2,0,1,3,Yes,1,9,5,1
1162,63,1,18,Clothing,52,35,S,Orange,Fall,3.1,0,0,0,Yes,1,37,4,4
1163,47,1,14,Footwear,92,32,M,Blue,Winter,4.2,0,5,1,Yes,1,13,4,6
1164,26,1,13,Clothing,56,41,L,White,Summer,3.0,0,2,0,Yes,1,24,3,4
1165,68,1,5,Clothing,96,25,M,Green,Winter,4.2,0,2,4,Yes,1,47,4,5
1166,51,1,24,Clothing,64,48,M,Silver,Winter,2.9,0,1,3,Yes,1,21,5,2
1167,48,1,5,Clothing,48,6,S,Lavender,Winter,3.7,0,1,5,Yes,1,22,5,3
1168,60,1,21,Clothing,83,29,XL,Beige,Summer,3.6,0,4,2,Yes,1,16,4,5
1169,68,1,15,Accessories,91,23,L,Violet,Summer,3.6,0,4,4,Yes,1,37,3,3
1170,25,1,0,Accessories,94,49,S,Gray,Fall,4.5,0,5,0,Yes,1,3,1,0
1171,57,1,19,Clothing,62,12,S,Red,Spring,3.2,0,0,1,Yes,1,33,1,1
1172,41,1,21,Clothing,55,17,M,Lavender,Spring,3.9,0,0,3,Yes,1,15,3,0
1173,59,1,4,Outerwear,68,36,L,Peach,Spring,4.6,0,2,5,Yes,1,42,0,1
1174,44,1,12,Accessories,76,40,M,Indigo,Winter,2.5,0,2,1,Yes,1,42,1,1
1175,42,1,0,Accessories,31,21,M,Black,Winter,4.3,0,1,1,Yes,1,19,0,1
1176,35,1,1,Accessories,81,29,M,Beige,Spring,4.1,0,2,5,Yes,1,26,4,5
1177,36,1,5,Clothing,83,36,M,Red,Winter,4.6,0,2,2,Yes,1,39,4,5
1178,54,1,19,Clothing,21,14,M,Black,Spring,4.8,0,1,4,Yes,1,24,3,4
1179,37,1,5,Clothing,22,39,M,Teal,Spring,4.9,0,2,1,Yes,1,23,3,0
1180,20,1,24,Clothing,33,13,M,Blue,Summer,2.8,0,3,2,Yes,1,44,0,0
1181,23,1,19,Clothing,23,36,S,Beige,Spring,4.9,0,1,4,Yes,1,34,1,4
1182,61,1,18,Clothing,96,31,L,Teal,Summer,3.5,0,1,2,Yes,1,43,0,5
1183,37,1,12,Accessories,21,30,M,Maroon,Spring,3.8,0,3,1,Yes,1,45,4,5
1184,23,1,13,Clothing,39,17,M,Yellow,Spring,4.5,0,4,0,Yes,1,4,2,6
1185,63,1,1,Accessories,73,39,S,Indigo,Fall,3.4,0,0,1,Yes,1,19,2,0
1186,47,1,11,Clothing,64,18,M,Magenta,Spring,3.9,0,3,4,Yes,1,29,2,4
1187,63,1,11,Clothing,68,13,M,Beige,Summer,4.1,0,1,0,Yes,1,27,2,0
1188,56,1,8,Accessories,89,14,L,Maroon,Fall,3.0,0,1,1,Yes,1,37,2,2
1189,68,1,2,Clothing,29,23,M,Magenta,Summer,3.3,0,2,3,Yes,1,11,2,6
1190,64,1,16,Clothing,97,3,XL,Teal,Summer,4.9,0,5,2,Yes,1,28,3,0
1191,62,1,16,Clothing,45,39,M,Orange,Winter,4.3,0,0,3,Yes,1,31,2,6
1192,34,1,24,Clothing,70,13,L,Charcoal,Winter,4.1,0,3,2,Yes,1,50,5,5
1193,49,1,4,Outerwear,56,8,M,Turquoise,Summer,4.0,0,4,0,Yes,1,42,5,5
1194,40,1,10,Outerwear,55,1,L,Pink,Fall,5.0,0,5,0,Yes,1,18,2,3
1195,50,1,9,Clothing,46,31,S,Teal,Winter,3.1,0,3,0,Yes,1,6,2,3
1196,25,1,15,Accessories,95,42,M,White,Winter,4.0,0,1,0,Yes,1,33,5,4
1197,30,1,1,Accessories,88,33,M,Maroon,Winter,3.2,0,4,0,Yes,1,13,0,1
1198,54,1,20,Footwear,92,44,L,Violet,Fall,3.9,0,3,4,Yes,1,26,4,0
1199,40,1,21,Clothing,49,29,M,Brown,Summer,3.9,0,0,0,Yes,1,17,1,0
1200,49,1,14,Footwear,89,19,M,Indigo,Fall,4.5,0,2,2,Yes,1,3,3,6
1201,27,1,4,Outerwear,22,6,XL,Black,Winter,4.4,0,0,5,Yes,1,7,4,6
1202,27,1,17,Footwear,61,12,XL,Black,Summer,3.1,0,1,0,Yes,1,46,5,3
1203,48,1,15,Accessories,29,19,S,Olive,Spring,2.9,0,0,4,Yes,1,14,5,2
1204,40,1,20,Footwear,82,22,M,Orange,Winter,3.7,0,0,2,Yes,1,23,0,0
1205,67,1,1,Accessories,94,8,M,Pink,Spring,3.2,0,0,0,Yes,1,20,2,2
1206,52,1,7,Accessories,99,4,M,Olive,Spring,3.5,0,2,4,Yes,1,38,0,3
1207,22,1,7,Accessories,59,23,S,Cyan,Fall,3.0,0,1,2,Yes,1,16,5,2
1208,62,1,3,Footwear,90,46,M,White,Summer,4.1,0,5,3,Yes,1,48,2,2
1209,20,1,3,Footwear,100,48,S,Red,Winter,2.9,0,1,0,Yes,1,8,3,0
1210,41,1,13,Clothing,62,37,M,Blue,Winter,3.8,0,4,3,Yes,1,16,0,4
1211,34,1,22,Accessories,78,24,M,Olive,Fall,4.1,0,4,3,Yes,1,5,1,5
1212,23,1,9,Clothing,94,35,M,Green,Spring,4.6,0,5,5,Yes,1,14,5,2
1213,32,1,17,Footwear,74,37,M,Yellow,Summer,2.5,0,5,2,Yes,1,18,2,6
1214,68,1,7,Accessories,52,16,XL,Black,Spring,3.7,0,1,1,Yes,1,14,3,2
1215,30,1,10,Outerwear,81,44,M,Blue,Fall,3.8,0,1,2,Yes,1,5,1,2
1216,66,1,2,Clothing,20,36,L,Pink,Winter,2.6,0,1,0,Yes,1,15,2,2
1217,62,1,13,Clothing,32,43,XL,Lavender,Summer,3.7,0,4,2,Yes,1,3,5,2
1218,50,1,3,Footwear,63,26,XL,Cyan,Fall,2.6,0,3,2,Yes,1,12,1,2
1219,55,1,3,Footwear,79,37,M,Cyan,Spring,3.1,0,5,5,Yes,1,43,1,2
1220,19,1,23,Clothing,23,44,M,Gold,Winter,2.5,0,0,3,Yes,1,35,2,1
1221,67,1,6,Accessories,64,16,M,Green,Winter,4.9,0,0,1,Yes,1,36,0,5
1222,18,1,21,Clothing,69,14,M,Red,Winter,4.5,0,0,4,Yes,1,3,1,5
1223,58,1,11,Clothing,69,13,L,Magenta,Fall,3.4,0,0,5,Yes,1,27,0,0
1224,69,1,13,Clothing,24,15,L,Red,Winter,3.9,0,2,2,Yes,1,21,0,6
1225,62,1,18,Clothing,50,12,M,Yellow,Summer,3.7,0,0,5,Yes,1,18,5,6
1226,28,1,6,Accessories,97,32,S,Turquoise,Fall,2.6,0,2,2,Yes,1,16,3,6
1227,53,1,14,Footwear,91,34,S,Cyan,Fall,3.4,0,4,5,Yes,1,18,5,1
1228,27,1,2,Clothing,37,12,L,Yellow,Spring,4.9,0,5,5,Yes,1,19,0,1
1229,55,1,10,Outerwear,55,13,S,Yellow,Winter,3.9,0,5,1,Yes,1,1,1,0
1230,34,1,12,Accessories,52,15,XL,Maroon,Winter,3.6,0,5,1,Yes,1,39,0,0
1231,25,1,8,Accessories,80,12,L,Brown,Spring,4.6,0,3,4,Yes,1,49,5,4
1232,66,1,21,Clothing,79,37,M,Gold,Spring,4.0,0,2,0,Yes,1,43,2,3
1233,57,1,7,Accessories,23,31,M,Charcoal,Summer,3.6,0,1,2,Yes,1,31,3,2
1234,46,1,13,Clothing,73,43,L,Beige,Winter,3.5,0,1,3,Yes,1,40,5,2
1235,38,1,6,Accessories,99,29,M,Indigo,Fall,4.1,0,1,5,Yes,1,2,0,1
1236,23,1,23,Clothing,22,11,M,Red,Spring,3.0,0,0,5,Yes,1,46,4,2
1237,42,1,8,Accessories,68,30,M,White,Summer,4.4,0,4,5,Yes,1,35,3,2
1238,25,1,5,Clothing,92,21,S,Charcoal,Spring,4.4,0,2,0,Yes,1,42,2,5
1239,55,1,13,Clothing,77,49,M,Violet,Winter,3.7,0,4,1,Yes,1,3,5,3
1240,62,1,4,Outerwear,37,29,XL,Magenta,Spring,4.8,0,4,4,Yes,1,32,3,2
1241,41,1,15,Accessories,79,29,L,White,Winter,2.9,0,3,5,Yes,1,48,3,0
1242,58,1,9,Clothing,51,10,XL,Pink,Winter,3.1,0,1,1,Yes,1,34,2,6
1243,56,1,21,Clothing,27,27,M,Lavender,Summer,4.0,0,0,3,Yes,1,15,0,5
1244,25,1,2,Clothing,23,28,S,Pink,Spring,3.0,0,4,5,Yes,1,22,3,0
1245,70,1,21,Clothing,76,13,S,Silver,Summer,3.9,0,1,0,Yes,1,2,1,4
1246,42,1,5,Clothing,31,31,M,Violet,Fall,3.4,0,0,4,Yes,1,30,0,6
1247,27,1,9,Clothing,60,17,M,Charcoal,Winter,2.7,0,2,4,Yes,1,27,1,4
1248,65,1,24,Clothing,99,45,M,Charcoal,Spring,3.5,0,0,1,Yes,1,18,5,1
1249,62,1,8,Accessories,37,48,XL,Red,Winter,3.0,0,2,2,Yes,1,8,2,0
1250,62,1,3,Footwear,50,36,M,Peach,Winter,4.5,0,4,1,Yes,1,48,5,3
1251,52,1,11,Clothing,26,28,XL,Purple,Winter,4.1,0,1,2,Yes,1,24,1,4
1252,56,1,18,Clothing,86,13,XL,Orange,Spring,5.0,0,3,3,Yes,1,43,2,4
1253,28,1,14,Footwear,41,20,L,Magenta,Fall,4.0,0,5,4,Yes,1,8,1,5
1254,39,1,14,Footwear,23,25,XL,Red,Winter,4.9,0,5,1,Yes,1,49,4,0
1255,54,1,20,Footwear,56,4,XL,Black,Spring,3.3,0,1,0,Yes,1,2,2,1
1256,30,1,8,Accessories,68,13,M,Peach,Fall,4.1,0,2,4,Yes,1,38,1,3
1257,45,1,4,Outerwear,48,47,S,Olive,Winter,3.6,0,1,1,Yes,1,4,1,3
1258,68,1,5,Clothing,67,22,L,Gold,Spring,3.0,0,1,2,Yes,1,31,1,2
1259,47,1,3,Footwear,87,34,XL,Gold,Spring,4.1,0,3,0,Yes,1,34,3,2
1260,68,1,19,Clothing,64,22,M,Turquoise,Fall,3.9,0,0,4,Yes,1,45,2,4
1261,63,1,16,Clothing,93,45,XL,Green,Spring,4.1,0,5,5,Yes,1,30,3,5
1262,20,1,16,Clothing,29,6,L,Maroon,Summer,2.8,0,5,3,Yes,1,2,2,3
1263,29,1,3,Footwear,62,41,L,Brown,Winter,4.8,0,3,5,Yes,1,44,5,4
1264,41,1,9,Clothing,70,7,L,Brown,Winter,4.6,0,0,0,Yes,1,1,2,1
1265,52,1,23,Clothing,92,44,S,Blue,Winter,2.5,0,5,3,Yes,1,1,5,1
1266,32,1,16,Clothing,79,17,M,Lavender,Spring,2.7,0,0,3,Yes,1,27,0,6
1267,20,1,2,Clothing,31,33,M,Peach,Fall,4.0,0,1,4,Yes,1,14,3,2
1268,47,1,24,Clothing,83,36,S,Gray,Spring,2.7,0,2,4,Yes,1,41,1,6
1269,23,1,10,Outerwear,88,11,XL,Charcoal,Winter,2.9,0,5,3,Yes,1,25,3,1
1270,43,1,12,Accessories,53,44,M,Lavender,Spring,3.0,0,4,4,Yes,1,47,4,5
1271,67,1,9,Clothing,98,47,M,Green,Fall,3.3,0,1,4,Yes,1,20,1,0
1272,70,1,12,Accessories,57,16,S,Gray,Spring,4.3,0,1,5,Yes,1,42,4,0
1273,35,1,14,Footwear,80,48,M,Orange,Winter,4.4,0,3,1,Yes,1,16,0,4
1274,41,1,11,Clothing,29,23,L,Silver,Spring,4.1,0,1,3,Yes,1,32,2,2
1275,54,1,8,Accessories,73,24,M,Olive,Spring,3.1,0,1,0,Yes,1,37,4,5
1276,55,1,23,Clothing,32,3,S,Turquoise,Fall,4.5,0,4,4,Yes,1,1,4,4
1277,51,1,3,Footwear,68,49,L,Turquoise,Spring,4.8,0,4,3,Yes,1,37,0,6
1278,19,1,2,Clothing,97,38,L,Green,Spring,5.0,0,3,1,Yes,1,5,5,5
1279,28,1,18,Clothing,98,43,M,Violet,Fall,2.8,0,2,3,Yes,1,31,5,3
1280,63,1,9,Clothing,56,19,L,Charcoal,Fall,3.7,0,4,1,Yes,1,18,3,0
1281,30,1,13,Clothing,78,9,L,White,Winter,4.4,0,4,0,Yes,1,39,5,2
1282,29,1,1,Accessories,81,29,M,Olive,Spring,4.5,0,1,5,Yes,1,8,5,1
1283,24,1,16,Clothing,68,28,L,Violet,Winter,3.0,0,3,2,Yes,1,20,5,4
1284,69,1,16,Clothing,94,36,M,Violet,Winter,3.9,0,2,0,Yes,1,23,3,2
1285,65,1,5,Clothing,93,3,M,Black,Spring,3.9,0,0,1,Yes,1,38,4,3
1286,64,1,6,Accessories,99,32,M,Charcoal,Fall,3.5,0,5,3,Yes,1,45,0,3
1287,40,1,6,Accessories,49,47,L,Yellow,Winter,4.9,0,0,3,Yes,1,44,3,3
